Sat Aug 15 05:22:49 IST 2020,1294421750994870272,NEUTRAL,1
Sat Aug 15 05:22:36 IST 2020,1294421699233013761,NEUTRAL,339
Sat Aug 15 05:22:30 IST 2020,1294421673454841858,NEUTRAL,339
Sat Aug 15 05:22:29 IST 2020,1294421667238862850,NEUTRAL,1
Sat Aug 15 05:22:27 IST 2020,1294421661463314433,NEGATIVE,9423
Sat Aug 15 05:22:25 IST 2020,1294421651376021505,NEUTRAL,19844
Sat Aug 15 05:22:24 IST 2020,1294421648540667904,NEUTRAL,19844
Sat Aug 15 05:22:21 IST 2020,1294421634619670528,POSITIVE,223
Sat Aug 15 05:22:18 IST 2020,1294421623135764481,NEGATIVE,9423
Sat Aug 15 05:22:18 IST 2020,1294421622573629440,NEUTRAL,25
Sat Aug 15 05:22:16 IST 2020,1294421614814269440,NEGATIVE,9423
Sat Aug 15 05:22:15 IST 2020,1294421607960776704,NEUTRAL,19844
Sat Aug 15 05:22:15 IST 2020,1294421607549722624,NEUTRAL,9
Sat Aug 15 05:22:13 IST 2020,1294421600629133314,NEUTRAL,0
Sat Aug 15 05:22:10 IST 2020,1294421589786791937,NEUTRAL,43
Sat Aug 15 05:22:06 IST 2020,1294421571411615747,NEUTRAL,154
Sat Aug 15 05:22:05 IST 2020,1294421568592977920,NEUTRAL,5
Sat Aug 15 05:22:05 IST 2020,1294421567619977217,NEUTRAL,329
Sat Aug 15 05:21:56 IST 2020,1294421530953289735,NEGATIVE,9423
Sat Aug 15 05:21:52 IST 2020,1294421511684620288,POSITIVE,0
Sat Aug 15 05:21:51 IST 2020,1294421509834932224,NEUTRAL,2
Sat Aug 15 05:21:46 IST 2020,1294421487055601664,NEUTRAL,0
Sat Aug 15 05:21:45 IST 2020,1294421483133874176,NEGATIVE,9423
Sat Aug 15 05:21:42 IST 2020,1294421471943630848,NEUTRAL,19844
Sat Aug 15 05:21:37 IST 2020,1294421449998864384,NEGATIVE,9423
Sat Aug 15 05:21:32 IST 2020,1294421430247944195,NEGATIVE,0
Sat Aug 15 05:21:31 IST 2020,1294421424598376449,NEUTRAL,152
Sat Aug 15 05:21:31 IST 2020,1294421422970793985,NEGATIVE,9423
Sat Aug 15 05:21:28 IST 2020,1294421412514615299,NEGATIVE,9423
Sat Aug 15 05:21:25 IST 2020,1294421399419924480,NEUTRAL,60
Sat Aug 15 05:21:25 IST 2020,1294421398115557377,NEUTRAL,24
Sat Aug 15 05:21:23 IST 2020,1294421392633593857,NEUTRAL,39
Sat Aug 15 05:21:23 IST 2020,1294421392591589377,NEGATIVE,12
Sat Aug 15 05:21:21 IST 2020,1294421383955570689,NEUTRAL,0
Sat Aug 15 05:21:20 IST 2020,1294421379517943809,NEGATIVE,9423
Sat Aug 15 05:21:13 IST 2020,1294421349285466113,NEGATIVE,9423
Sat Aug 15 05:21:10 IST 2020,1294421337465921536,NEUTRAL,19843
Sat Aug 15 05:21:09 IST 2020,1294421334194368512,NEUTRAL,4
Sat Aug 15 05:21:09 IST 2020,1294421333418209280,POSITIVE,0
Sat Aug 15 05:21:09 IST 2020,1294421333137338371,NEUTRAL,2
Sat Aug 15 05:21:09 IST 2020,1294421332457926658,NEGATIVE,0
Sat Aug 15 05:21:09 IST 2020,1294421331283308544,NEGATIVE,0
Sat Aug 15 05:21:07 IST 2020,1294421325654773760,NEUTRAL,196
Sat Aug 15 05:21:06 IST 2020,1294421318759256064,NEGATIVE,9423
Sat Aug 15 05:21:00 IST 2020,1294421293702545415,NEUTRAL,19843
Sat Aug 15 05:20:57 IST 2020,1294421282285432832,NEUTRAL,0
Sat Aug 15 05:20:56 IST 2020,1294421277751427072,NEUTRAL,1
